# timestamps [seconds],pts
243944.612300,575290
243944.644713,577414
243944.676555,579501
243944.712593,581862
243944.744353,583944
243944.776334,586040
243944.812264,588394
243944.844296,590494
243944.880982,592898
243944.912513,594964
243944.945185,597105
243944.980285,599406
243945.012544,601520
243945.049098,603915
243945.080807,605993
243945.112486,608069
243945.148273,610415
243945.180288,612513
243945.212341,614613
243945.248294,616970
243945.280243,619063
243945.316260,621424
243945.348341,623526
243945.380678,625645
243945.416385,627985
243945.448233,630073
243945.480253,632171
243945.517443,634608
243945.548291,636630
243945.584722,639017
243945.616358,641091
243945.648287,643183
243945.684303,645543
243945.716289,647640
243945.748284,649736
243945.784277,652095
243945.816292,654193
243945.852290,656553
243945.884312,658651
243945.916287,660747
243945.952418,663114
243945.985029,665252
243946.016663,667325
243946.052306,669661
243946.084350,671761
243946.120351,674120
243946.152321,676215
243946.184381,678316
243946.220597,680690
243946.252366,682772
243946.284393,684870
243946.320330,687226
243946.352387,689326
243946.388341,691683
243946.420561,693794
243946.452299,695874
243946.488340,698236
243946.520359,700334
243946.556449,702700
243946.588330,704789
243946.620413,706891
243946.656589,709262
243946.688503,711354
243946.720929,713479
243946.756266,715795
243946.788619,717915
243946.824329,720255
243946.856659,722374
243946.888403,724454
243946.924366,726811
243946.956443,728913
243946.988423,731009
243947.024330,733362
243947.056326,735459
243947.092368,737821
243947.124870,739951
243947.157351,742080
243947.192434,744379
243947.224342,746470
243947.256294,748564
243947.292758,750954
243947.324441,753030
243947.360363,755384
243947.392370,757482
243947.424394,759580
243947.460633,761955
243947.492734,764059
243947.524393,766134
243947.560937,768529
243947.592894,770623
243947.628345,772946
243947.660333,775043
243947.692302,777138
243947.729137,779552
243947.760658,781617
243947.792505,783705
243947.828407,786057
243947.860374,788152
243947.896401,790513
243947.928390,792610
243947.960543,794717
243947.996389,797066
243948.028467,799168
243948.064439,801526
243948.096432,803622
243948.128421,805719
243948.164727,808098
243948.196438,810176
243948.228612,812285
243948.264422,814632
243948.296343,816724
243948.332531,819095
243948.364660,821201
243948.396498,823287
243948.433167,825690
243948.464384,827736
243948.496374,829833
243948.532389,832193
243948.564426,834292
243948.600427,836652
243948.632446,838750
243948.664415,840845
243948.700427,843205
243948.732368,845298
243948.764320,847392
243948.800361,849754
243948.832395,851854
243948.868336,854209
243948.900416,856311
243948.932403,858408
243948.968379,860765
243949.000621,862878
243949.032380,864960
243949.068590,867333
243949.100476,869422
243949.136513,871784
243949.168518,873882
243949.200439,875973
243949.236908,878363
243949.268659,880444
243949.300465,882529
243949.336489,884890
243949.368421,886982
243949.404517,889348
243949.436447,891440
243949.468564,893545
243949.505196,895946
243949.536786,898016
243949.569502,900160
243949.604385,902446
243949.636474,904549
243949.672708,906924
243949.704574,909012
243949.736434,911100
243949.772436,913459
243949.805202,915607
243949.836440,917654
243949.872424,920012
243949.904411,922108
243949.940662,924484
243949.972559,926574
243950.005220,928715
243950.040370,931018
243950.072397,933117
243950.108575,935488
243950.140937,937609
243950.172598,939684
243950.208496,942036
243950.240450,944131
243950.272557,946235
243950.308528,948592
243950.340452,950684
243950.376479,953045
243950.408592,955150
243950.440467,957239
243950.476487,959599
243950.508465,961695
243950.540462,963792
243950.576605,966161
243950.608472,968249
243950.644528,970612
243950.676510,972708
243950.708480,974803
243950.744465,977161
243950.777307,979314
243950.808576,981363
243950.844523,983719
243950.876701,985827
243950.912532,988175
243950.944490,990270
243950.976567,992372
243951.012573,994732
243951.044594,996830
243951.076496,998921
243951.112604,1001287
243951.144520,1003379
243951.180632,1005745
243951.212626,1007842
243951.244448,1009928
243951.280631,1012299
243951.312482,1014386
243951.344561,1016489
243951.380493,1018843
243951.412503,1020941
243951.448549,1023303
243951.480545,1025400
243951.512585,1027500
243951.548494,1029853
243951.580531,1031953
243951.616882,1034335
243951.648561,1036411
243951.682001,1038603
243951.716562,1040868
243951.748624,1042969
243951.780807,1045078
243951.816632,1047426
243951.848432,1049510
243951.884856,1051897
243951.916643,1053980
243951.948514,1056069
243951.984522,1058428
243952.016716,1060538
243952.048586,1062627
243952.084589,1064986
243952.116522,1067079
243952.152557,1069441
243952.184516,1071535
243952.216659,1073641
243952.252491,1075990
243952.284477,1078086
243952.316543,1080187
243952.353001,1082577
243952.384794,1084660
243952.420522,1087002
243952.452536,1089100
243952.484522,1091196
243952.520773,1093572
243952.552643,1095660
243952.584639,1097757
243952.620543,1100110
243952.652491,1102204
243952.688580,1104569
243952.720502,1106661
243952.752513,1108759
243952.788584,1111123
243952.820634,1113223
243952.853346,1115367
243952.888483,1117669
243952.920499,1119768
243952.956619,1122135
243952.988599,1124231
243953.020534,1126323
243953.056538,1128683
243953.088515,1130779
243953.124633,1133146
243953.156558,1135238
243953.188569,1137336
243953.224593,1139696
243953.256656,1141798
243953.288579,1143890
243953.324491,1146243
243953.356576,1148346
243953.392542,1150703
243953.424805,1152817
243953.456577,1154899
243953.492504,1157254
243953.524540,1159353
243953.556575,1161453
243953.592654,1163817
243953.624574,1165909
243953.660638,1168273
243953.692633,1170369
243953.724556,1172461
243953.760906,1174844
243953.792575,1176919
243953.824641,1179021
243953.860579,1181376
243953.892585,1183473
243953.928579,1185832
243953.961390,1187982
243953.992627,1190030
243954.028604,1192387
243954.060550,1194481
243954.092674,1196586
243954.128598,1198940
243954.160600,1201038
243954.196708,1203404
243954.228564,1205492
243954.260609,1207592
243954.296639,1209953
243954.329155,1212084
243954.360608,1214145
243954.396637,1216506
243954.428556,1218598
243954.464667,1220965
243954.496632,1223059
243954.528601,1225155
243954.564686,1227519
243954.596644,1229614
243954.628885,1231727
243954.664720,1234075
243954.696677,1236169
243954.732743,1238533
243954.765487,1240679
243954.796684,1242723
243954.832580,1245076
243954.865063,1247205
243954.900597,1249533
243954.932707,1251638
243954.964666,1253732
243955.000777,1256099
